date,year,month,day,decimal,co2_molfrac,day_of_year,co2_30d_avg,co2_365_avg,daily_diff,monthly_diff,pct_change
2001-12-31,2001.0,12.0,15.79,2001.96,371.41,349.79,370.79,371.17,0.05,1.4399999999999977,0.3892207476281939
2002-01-31,2002.0,1.0,14.64,2002.04,372.67,14.64,372.12,371.34,0.02,1.259999999999991,0.33924773161735367
2002-02-28,2002.0,2.0,14.5,2002.12,373.37,45.5,372.99,371.49,0.09,0.6999999999999886,0.1878337403064423
2002-03-31,2002.0,3.0,14.5,2002.2,374.24,73.5,373.78,371.62,-0.05,0.8700000000000045,0.2330128290971345
2002-04-30,2002.0,4.0,15.41,2002.29,375.19,105.41,374.67,371.75,0.09,0.9499999999999886,0.2538477982043652
2002-05-31,2002.0,5.0,16.1,2002.37,375.93,136.1,375.68,371.94,0.01,0.7400000000000091,0.1972334017431132
2002-06-30,2002.0,6.0,15.07,2002.45,375.71,166.07,375.94,372.14,-0.06,-0.22000000000002728,-0.05852153326417753
2002-07-31,2002.0,7.0,14.84,2002.53,374.24,195.84,375.08,372.34,-0.06,-1.4699999999999704,-0.39125921588458734
2002-08-31,2002.0,8.0,16.04,2002.62,372.02,228.04,373.06,372.53,-0.06,-2.2200000000000273,-0.5932022231723066
2002-09-30,2002.0,9.0,16.3,2002.71,370.9,259.3,371.22,372.75,-0.1,-1.1200000000000045,-0.30105908284501215
2002-10-31,2002.0,10.0,16.0,2002.79,370.73,289.0,370.65,372.97,0.06,-0.16999999999995907,-0.04583445672686759
2002-11-30,2002.0,11.0,15.17,2002.87,372.42,319.17,371.6,373.15,0.06,1.6899999999999977,0.45585736250099984
2002-12-31,2002.0,12.0,16.0,2002.96,373.98,350.0,373.2,373.35,0.08,1.5600000000000023,0.4188819075237715
2003-01-31,2003.0,1.0,15.83,2003.04,375.06,15.83,374.64,373.57,0.03,1.079999999999984,0.28878549655060315
2003-02-28,2003.0,2.0,14.11,2003.12,375.81,45.11,375.4,373.77,-0.04,0.75,0.19996800511918877
2003-03-31,2003.0,3.0,15.64,2003.2,376.63,74.64,376.27,373.97,0.04,0.8199999999999932,0.2181953646789525
2003-04-30,2003.0,4.0,15.33,2003.29,377.92,105.33,377.17,374.18,0.09,1.2900000000000205,0.3425112179061829
2003-05-31,2003.0,5.0,16.33,2003.37,378.78,136.33,378.5,374.41,-0.04,0.8599999999999568,0.22756138865367426
2003-06-30,2003.0,6.0,16.36,2003.46,378.42,167.36,378.74,374.64,-0.01,-0.3599999999999568,-0.09504197687311144
2003-07-31,2003.0,7.0,16.31,2003.54,376.86,197.31,377.68,374.85,-0.11,-1.5600000000000023,-0.4122403678452513
2003-08-31,2003.0,8.0,13.61,2003.62,374.74,225.61,375.93,375.04,-0.05,-2.1200000000000045,-0.5625431194608121
2003-09-30,2003.0,9.0,16.52,2003.71,373.31,259.52,373.67,375.26,-0.0,-1.4300000000000068,-0.38159790788280246
2003-10-31,2003.0,10.0,15.87,2003.79,373.31,288.87,373.28,375.47,0.01,0.0,0.0
2003-11-30,2003.0,11.0,17.46,2003.88,374.93,321.46,374.09,375.72,0.06,1.6200000000000045,0.4339556936594269
2003-12-31,2003.0,12.0,14.56,2003.95,376.12,348.56,375.51,375.91,0.05,1.1899999999999977,0.3173925799482502
2004-01-31,2004.0,1.0,15.63,2004.04,377.16,15.63,376.62,376.1,0.06,1.0400000000000205,0.276507497607148
2004-02-29,2004.0,2.0,15.0,2004.12,378.06,46.0,377.84,376.32,0.01,0.8999999999999773,0.2386255170219398
2004-03-31,2004.0,3.0,16.57,2004.21,379.08,76.57,378.46,376.5,0.1,1.0199999999999818,0.2697984446913049
2004-04-30,2004.0,4.0,15.73,2004.29,380.55,106.73,379.83,376.72,-0.04,1.4700000000000273,0.38778094333651314
2004-05-31,2004.0,5.0,15.89,2004.37,380.8,136.89,380.77,376.9,-0.01,0.25,0.06569438969912245
2004-06-30,2004.0,6.0,13.81,2004.45,379.94,165.81,380.48,377.02,-0.04,-0.8600000000000136,-0.22584033613445298
2004-07-31,2004.0,7.0,16.64,2004.54,377.6,198.64,378.81,377.09,-0.15,-2.339999999999975,-0.6158867189556161
2004-08-31,2004.0,8.0,12.81,2004.61,376.4,225.81,376.86,377.18,0.05,-1.2000000000000455,-0.31779661016950733
2004-09-30,2004.0,9.0,13.67,2004.7,374.48,257.67,375.24,377.33,-0.12,-1.919999999999959,-0.5100956429330394
2004-10-31,2004.0,10.0,16.55,2004.79,374.65,290.55,374.45,377.53,0.03,0.16999999999995907,0.04539628284554453
2004-11-30,2004.0,11.0,15.86,2004.87,376.35,320.86,375.49,377.63,0.04,1.7000000000000455,0.4537568397170899
2004-12-31,2004.0,12.0,15.67,2004.96,377.67,350.67,377.12,377.78,0.04,1.3199999999999932,0.3507373455559959
2005-01-31,2005.0,1.0,16.0,2005.04,378.63,16.0,378.18,377.92,0.05,0.9599999999999795,0.2541901660179535
2005-02-28,2005.0,2.0,15.17,2005.12,379.92,46.17,379.22,378.04,0.04,1.2900000000000205,0.3407020045955278
2005-03-31,2005.0,3.0,17.27,2005.21,381.0,76.27,380.61,378.22,0.09,1.079999999999984,0.2842703727100382
2005-04-30,2005.0,4.0,15.5,2005.29,382.48,105.5,381.71,378.38,0.01,1.4800000000000182,0.38845144356955963
2005-05-31,2005.0,5.0,16.0,2005.37,382.64,136.0,382.46,378.55,-0.01,0.15999999999996817,0.0418322526668069
2005-06-30,2005.0,6.0,15.18,2005.45,382.42,166.18,382.78,378.8,-0.06,-0.21999999999997044,-0.05749529583942703
2005-07-31,2005.0,7.0,16.48,2005.54,380.9,197.48,381.58,379.05,-0.05,-1.5200000000000387,-0.3974687516343334
2005-08-31,2005.0,8.0,15.35,2005.62,378.98,227.35,380.0,379.29,-0.07,-1.919999999999959,-0.504069309530053
2005-09-30,2005.0,9.0,15.85,2005.71,376.88,258.85,377.77,379.36,-0.05,-2.1000000000000227,-0.554118950868121
2005-10-31,2005.0,10.0,9.64,2005.77,377.01,282.64,376.72,379.42,0.08,0.12999999999999545,0.03449373805985978
2005-11-30,2005.0,11.0,16.17,2005.87,378.58,320.17,378.08,379.79,0.07,1.5699999999999932,0.4164345773321587
2005-12-31,2005.0,12.0,15.42,2005.95,380.28,349.42,379.46,380.01,0.05,1.6999999999999886,0.44904643668444155
2006-01-31,2006.0,1.0,17.83,2006.05,381.62,17.83,381.11,380.29,0.03,1.3400000000000318,0.3523719364678657
2006-02-28,2006.0,2.0,15.44,2006.12,382.42,46.44,382.06,380.53,0.04,0.8000000000000114,0.2096326188354869
2006-03-31,2006.0,3.0,16.1,2006.2,382.86,75.1,382.64,380.7,0.01,0.4399999999999977,0.11505674389413745
2006-04-30,2006.0,4.0,17.68,2006.29,384.88,107.68,383.9,380.88,0.08,2.019999999999982,0.5276080029253505
2006-05-31,2006.0,5.0,15.25,2006.37,385.22,135.25,385.09,381.09,0.02,0.34000000000003183,0.08833922261484162
2006-06-30,2006.0,6.0,15.46,2006.45,384.24,166.46,384.75,381.23,-0.06,-0.9800000000000182,-0.2544000830694171
2006-07-31,2006.0,7.0,16.12,2006.54,382.64,197.12,383.46,381.4,-0.08,-1.6000000000000227,-0.4164064126587652
2006-08-31,2006.0,8.0,16.37,2006.62,380.57,228.37,381.52,381.55,-0.08,-2.069999999999993,-0.5409784653982785
2006-09-30,2006.0,9.0,16.88,2006.71,379.0,259.88,379.55,381.72,0.0,-1.5699999999999932,-0.4125390861076772
2006-10-31,2006.0,10.0,15.65,2006.79,379.32,288.65,379.09,381.88,0.02,0.3199999999999932,0.08443271767810678
2006-11-30,2006.0,11.0,15.0,2006.87,380.32,319.0,379.8,381.89,0.05,1.0,0.2636296530633686
2006-12-31,2006.0,12.0,14.78,2006.95,381.98,348.78,381.22,382.02,0.04,1.660000000000025,0.436474547749266
2007-01-31,2007.0,1.0,16.67,2007.04,383.12,16.67,382.48,382.14,0.08,1.1399999999999864,0.2984449447615001
2007-02-28,2007.0,2.0,13.33,2007.12,384.09,44.33,383.68,382.26,-0.02,0.9699999999999704,0.25318438087282846
2007-03-31,2007.0,3.0,15.07,2007.2,384.78,74.07,384.32,382.39,0.11,0.6899999999999977,0.17964539561039494
2007-04-30,2007.0,4.0,15.56,2007.29,386.73,105.56,385.91,382.57,-0.0,1.9500000000000455,0.5067830968345621
2007-05-31,2007.0,5.0,15.41,2007.37,386.78,135.41,386.82,382.73,-0.0,0.049999999999954525,0.012928916815346803
2007-06-30,2007.0,6.0,14.69,2007.45,386.37,165.69,386.82,382.93,-0.08,-0.40999999999996817,-0.1060034127927989
2007-07-31,2007.0,7.0,14.96,2007.53,384.8,195.96,385.56,383.1,-0.05,-1.5699999999999932,-0.4063462484147351
2007-08-31,2007.0,8.0,15.27,2007.62,382.3,227.27,383.37,383.25,-0.06,-2.5,-0.6496881496881546
2007-09-30,2007.0,9.0,16.95,2007.71,381.16,259.95,381.64,383.47,-0.03,-1.1399999999999864,-0.2981951347109546
2007-10-31,2007.0,10.0,16.28,2007.79,381.38,289.28,381.14,383.62,0.01,0.21999999999997044,0.05771854339384763
2007-11-30,2007.0,11.0,15.5,2007.87,382.7,319.5,382.02,383.79,0.04,1.3199999999999932,0.34611148985264073
2007-12-31,2007.0,12.0,17.41,2007.96,384.24,351.41,383.55,384.01,0.09,1.5400000000000205,0.40240397177946363
2008-01-31,2008.0,1.0,16.0,2008.04,385.78,16.0,384.93,384.21,0.05,1.5399999999999636,0.40079117218403404
2008-02-29,2008.0,2.0,13.96,2008.12,386.05,44.96,386.25,384.43,-0.08,0.27000000000003865,0.0699880761055649
2008-03-31,2008.0,3.0,16.4,2008.21,386.29,76.4,385.96,384.57,0.1,0.2400000000000091,0.06216811293873192
2008-04-30,2008.0,4.0,14.17,2008.28,387.41,105.17,387.03,384.68,-0.03,1.1200000000000045,0.28993761163893517
2008-05-31,2008.0,5.0,15.68,2008.37,388.78,136.68,387.98,384.74,0.08,1.3699999999999477,0.35363052063703826
2008-06-30,2008.0,6.0,12.87,2008.45,388.11,164.87,388.67,384.87,-0.07,-0.6699999999999591,-0.17233396779668952
2008-07-31,2008.0,7.0,26.5,2008.57,385.88,208.5,386.44,384.95,-0.15,-2.230000000000018,-0.5745793718275771
2008-08-31,2008.0,8.0,15.72,2008.62,384.34,228.72,385.23,385.07,-0.09,-1.5400000000000205,-0.3990877993158559
2008-09-30,2008.0,9.0,15.41,2008.71,383.41,259.41,383.69,385.18,-0.04,-0.92999999999995,-0.24197325284902593
2008-10-31,2008.0,10.0,13.78,2008.78,383.15,287.78,383.2,385.34,0.07,-0.26000000000004775,-0.0678125244516492
2008-11-30,2008.0,11.0,15.71,2008.87,384.42,320.71,383.88,385.57,0.02,1.2700000000000387,0.33146287354823833
2008-12-31,2008.0,12.0,15.03,2008.95,385.75,350.03,385.07,385.69,0.05,1.329999999999984,0.3459757556838916
2009-01-31,2009.0,1.0,15.5,2009.04,387.16,15.5,386.49,385.84,0.05,1.410000000000025,0.3655217109526987
2009-02-28,2009.0,2.0,15.12,2009.12,387.71,46.12,387.45,385.94,0.05,0.5499999999999545,0.14206013017872277
2009-03-31,2009.0,3.0,16.21,2009.2,389.04,75.21,388.51,386.18,0.0,1.330000000000041,0.3430399009569207
2009-04-30,2009.0,4.0,15.48,2009.29,389.76,105.48,389.3,386.39,0.06,0.7199999999999704,0.18507094386179812
2009-05-31,2009.0,5.0,16.3,2009.37,390.36,136.3,390.17,386.63,-0.05,0.6000000000000227,0.15394088669951067
2009-06-30,2009.0,6.0,15.17,2009.45,389.72,166.17,390.23,386.82,0.0,-0.6399999999999864,-0.16395122451070554
2009-07-31,2009.0,7.0,16.0,2009.54,388.24,197.0,388.91,386.96,-0.06,-1.4800000000000182,-0.37975982756851545
2009-08-31,2009.0,8.0,16.18,2009.62,386.28,228.18,387.23,387.1,-0.12,-1.9600000000000364,-0.5048423655470979
2009-09-30,2009.0,9.0,15.93,2009.71,384.94,258.93,385.46,387.23,0.0,-1.339999999999975,-0.34689862276068295
2009-10-31,2009.0,10.0,16.3,2009.79,384.65,289.3,384.57,387.32,0.03,-0.29000000000002046,-0.07533641606484176
2009-11-30,2009.0,11.0,15.5,2009.87,386.23,319.5,385.46,387.39,0.06,1.580000000000041,0.41076303132718817
2009-12-31,2009.0,12.0,15.0,2009.95,387.59,349.0,386.94,387.55,0.04,1.3599999999999568,0.3521217927141773
2010-01-31,2010.0,1.0,16.07,2010.04,388.91,16.07,388.48,387.72,0.11,1.32000000000005,0.3405660620759088
2010-02-28,2010.0,2.0,13.95,2010.12,390.4,44.95,389.64,387.89,-0.09,1.4899999999999523,0.3831220590882145
2010-03-31,2010.0,3.0,16.32,2010.2,391.38,75.32,390.89,388.05,0.05,0.9800000000000182,0.25102459016392853
2010-04-30,2010.0,4.0,15.62,2010.29,392.68,105.62,391.79,388.24,0.12,1.3000000000000114,0.3321580050079209
2010-05-31,2010.0,5.0,16.07,2010.37,393.21,136.07,393.18,388.49,0.02,0.5299999999999727,0.13496995008657198
2010-06-30,2010.0,6.0,15.07,2010.45,392.4,166.07,393.01,388.73,-0.1,-0.8100000000000023,-0.20599679560540096
2010-07-31,2010.0,7.0,15.83,2010.54,390.43,196.83,391.24,388.94,-0.04,-1.9699999999999704,-0.5020387359836787
2010-08-31,2010.0,8.0,15.77,2010.62,388.56,227.77,389.51,389.12,-0.09,-1.8700000000000045,-0.4789590963809154
2010-09-30,2010.0,9.0,15.86,2010.71,387.02,258.86,387.57,389.31,-0.03,-1.5400000000000205,-0.396335186329011
2010-10-31,2010.0,10.0,16.0,2010.79,387.43,289.0,387.11,389.53,0.04,0.410000000000025,0.10593767763940054
2010-11-30,2010.0,11.0,15.03,2010.87,388.84,319.03,388.1,389.77,0.05,1.4099999999999682,0.36393671114780535
2010-12-31,2010.0,12.0,15.97,2010.96,389.99,349.97,389.6,389.98,0.04,1.150000000000034,0.29575146589857493
2011-01-31,2011.0,1.0,16.03,2011.04,391.5,16.03,390.78,390.16,0.04,1.509999999999991,0.38718941511319827
2011-02-28,2011.0,2.0,14.5,2011.12,392.05,45.5,391.79,390.34,0.04,0.5500000000000114,0.14048531289911903
2011-03-31,2011.0,3.0,15.17,2011.2,392.77,74.17,392.22,390.46,0.03,0.7199999999999704,0.1836500446371625
2011-04-30,2011.0,4.0,14.93,2011.28,393.42,104.93,393.31,390.6,-0.01,0.6500000000000341,0.16549125442371082
2011-05-31,2011.0,5.0,15.9,2011.37,394.41,135.9,393.84,390.66,0.03,0.9900000000000091,0.25163946926949343
2011-06-30,2011.0,6.0,16.21,2011.46,393.92,167.21,394.35,390.76,-0.02,-0.4900000000000091,-0.12423620090769028
2011-07-31,2011.0,7.0,15.96,2011.54,392.72,196.96,393.44,390.94,-0.06,-1.1999999999999886,-0.30463038180340574
2011-08-31,2011.0,8.0,15.26,2011.62,390.39,227.26,391.48,391.09,-0.09,-2.330000000000041,-0.5932980240374919
2011-09-30,2011.0,9.0,16.58,2011.71,389.25,259.58,389.63,391.28,-0.03,-1.1399999999999864,-0.2920156766310522
2011-10-31,2011.0,10.0,16.0,2011.79,389.2,289.0,389.1,391.45,0.02,-0.05000000000001137,-0.012845215157353262
2011-11-30,2011.0,11.0,15.71,2011.87,390.49,319.71,389.79,391.61,0.07,1.2900000000000205,0.3314491264131636
2011-12-31,2011.0,12.0,15.52,2011.95,392.04,349.52,391.31,391.75,0.03,1.5500000000000114,0.3969371814899203
2012-01-31,2012.0,1.0,16.17,2012.04,393.32,16.17,392.86,391.93,0.02,1.2799999999999727,0.3264972961942503
2012-02-29,2012.0,2.0,14.92,2012.12,394.05,45.92,393.59,392.08,0.12,0.7300000000000182,0.18559951184786705
2012-03-31,2012.0,3.0,15.7,2012.2,394.58,75.7,394.27,392.25,-0.02,0.5299999999999727,0.1345006978809682
2012-04-30,2012.0,4.0,15.76,2012.29,396.39,106.76,395.58,392.45,0.06,1.8100000000000023,0.4587155963302836
2012-05-31,2012.0,5.0,15.5,2012.37,396.93,136.5,396.88,392.72,-0.05,0.5400000000000205,0.13622947097555738
2012-06-30,2012.0,6.0,15.18,2012.45,395.92,167.18,396.38,392.9,-0.05,-1.009999999999991,-0.2544529262086481
2012-07-31,2012.0,7.0,15.77,2012.54,394.57,197.77,395.26,393.04,-0.03,-1.3500000000000227,-0.34097797534856644
2012-08-31,2012.0,8.0,16.37,2012.62,392.57,229.37,393.54,393.23,-0.03,-2.0,-0.506880908330587
2012-09-30,2012.0,9.0,15.56,2012.71,391.31,259.56,391.81,393.37,-0.04,-1.259999999999991,-0.3209618666734526
2012-10-31,2012.0,10.0,16.0,2012.79,391.27,290.0,391.14,393.56,0.02,-0.040000000000020464,-0.010222074570043205
2012-11-30,2012.0,11.0,15.97,2012.87,393.22,320.97,392.2,393.77,0.08,1.9500000000000455,0.4983770797658993
2012-12-31,2012.0,12.0,15.9,2012.96,394.56,350.9,393.98,393.99,0.02,1.339999999999975,0.34077615584151566
2013-01-31,2013.0,1.0,16.61,2013.04,395.8,16.61,395.24,394.18,0.06,1.240000000000009,0.31427412814273303
2013-02-28,2013.0,2.0,14.6,2013.12,397.03,45.6,396.42,394.4,0.03,1.2299999999999613,0.31076301162202835
2013-03-31,2013.0,3.0,16.33,2013.2,397.67,75.33,397.35,394.65,0.06,0.6400000000000432,0.1611968868851399
2013-04-30,2013.0,4.0,14.77,2013.28,398.62,104.77,398.06,394.84,0.05,0.9499999999999886,0.23889154323937234
2013-05-31,2013.0,5.0,16.32,2013.37,400.02,136.32,399.52,395.0,-0.01,1.3999999999999773,0.35121168029701444
2013-06-30,2013.0,6.0,14.54,2013.45,398.85,165.54,399.59,395.26,-0.02,-1.169999999999959,-0.2924853757311996
2013-07-31,2013.0,7.0,16.81,2013.54,397.45,197.81,398.18,395.48,-0.11,-1.400000000000034,-0.3510091513100222
2013-08-31,2013.0,8.0,16.0,2013.62,395.39,228.0,396.39,395.7,-0.09,-2.0600000000000023,-0.5183041892061868
2013-09-30,2013.0,9.0,15.15,2013.7,393.73,258.15,394.38,395.94,-0.02,-1.6599999999999682,-0.4198386403297949
2013-10-31,2013.0,10.0,16.07,2013.79,393.9,289.07,393.66,396.16,0.04,0.16999999999995907,0.04317679628169646
2013-11-30,2013.0,11.0,15.5,2013.87,395.36,319.5,394.64,396.38,0.06,1.4600000000000364,0.3706524498603869
2013-12-31,2013.0,12.0,15.9,2013.96,397.02,349.9,396.2,396.58,0.06,1.6599999999999682,0.4198704977741663
2014-01-31,2014.0,1.0,16.0,2014.04,398.04,16.0,397.72,396.81,0.01,1.0200000000000387,0.2569140093698241
2014-02-28,2014.0,2.0,14.37,2014.12,398.27,45.37,398.12,396.95,0.01,0.22999999999996135,0.05778313737312413
2014-03-31,2014.0,3.0,15.59,2014.2,399.9,74.59,398.9,397.07,0.11,1.6299999999999955,0.4092700931528803
2014-04-30,2014.0,4.0,14.93,2014.28,401.49,104.93,400.91,397.28,0.03,1.5900000000000318,0.3975993998499794
2014-05-31,2014.0,5.0,18.32,2014.38,401.95,138.32,401.82,397.44,0.06,0.45999999999997954,0.11457321477494897
2014-06-30,2014.0,6.0,15.25,2014.45,401.44,166.25,401.81,397.61,-0.07,-0.5099999999999909,-0.12688145291702702
2014-07-31,2014.0,7.0,14.64,2014.53,399.37,195.64,400.52,397.8,-0.09,-2.069999999999993,-0.5156436827421285
2014-08-31,2014.0,8.0,16.32,2014.62,397.16,228.32,398.05,397.95,-0.08,-2.2099999999999795,-0.5533715602073164
2014-09-30,2014.0,9.0,16.86,2014.71,395.5,259.86,396.17,398.14,-0.06,-1.660000000000025,-0.41796756974519234
2014-10-31,2014.0,10.0,14.88,2014.79,396.13,287.88,395.61,398.32,0.06,0.6299999999999955,0.15929203539823966
2014-11-30,2014.0,11.0,14.93,2014.87,397.38,318.93,396.85,398.55,0.03,1.25,0.3155529750334507
2014-12-31,2014.0,12.0,16.45,2014.96,399.1,350.45,398.37,398.77,0.09,1.7200000000000273,0.43283506970659413
2015-01-31,2015.0,1.0,15.97,2015.04,400.18,15.97,399.75,398.97,0.01,1.079999999999984,0.2706088699574005
2015-02-28,2015.0,2.0,14.5,2015.12,400.55,45.5,400.25,399.17,0.01,0.37000000000000455,0.09245839372282738
2015-03-31,2015.0,3.0,16.88,2015.21,401.77,75.88,401.23,399.37,0.11,1.2199999999999704,0.3045812008488191
2015-04-30,2015.0,4.0,16.46,2015.29,403.38,106.46,402.57,399.5,0.01,1.6100000000000136,0.400726783980887
2015-05-31,2015.0,5.0,16.4,2015.37,404.14,136.4,403.94,399.73,-0.0,0.7599999999999909,0.18840795279884137
2015-06-30,2015.0,6.0,16.0,2015.45,402.95,167.0,403.6,399.92,-0.05,-1.1899999999999977,-0.29445241747909634
2015-07-31,2015.0,7.0,15.92,2015.54,401.47,196.92,402.28,400.08,-0.09,-1.4799999999999613,-0.36729122719939555
2015-08-31,2015.0,8.0,16.46,2015.62,399.08,228.46,399.91,400.2,-0.04,-2.390000000000043,-0.5953122275637157
2015-09-30,2015.0,9.0,15.52,2015.71,397.82,258.52,398.57,400.32,-0.06,-1.259999999999991,-0.3157261701914327
2015-10-31,2015.0,10.0,16.46,2015.79,398.5,289.46,398.01,400.49,0.05,0.6800000000000068,0.17093157709517914
2015-11-30,2015.0,11.0,16.0,2015.87,400.29,320.0,399.31,400.67,0.09,1.7900000000000205,0.4491844416562252
2015-12-31,2015.0,12.0,16.13,2015.96,402.07,350.13,401.24,400.91,0.06,1.7799999999999727,0.4446776087336568
2016-01-31,2016.0,1.0,17.0,2016.04,402.75,17.0,402.51,401.16,-0.0,0.6800000000000068,0.1691247792672934
2016-02-29,2016.0,2.0,16.6,2016.13,404.29,47.6,403.71,401.44,0.04,1.5400000000000205,0.3823711980136535
2016-03-31,2016.0,3.0,15.96,2016.2,405.05,75.96,404.43,401.7,0.05,0.7599999999999909,0.18798387296248276
2016-04-30,2016.0,4.0,15.79,2016.29,407.63,106.79,406.44,402.01,0.14,2.579999999999984,0.636958400197507
2016-05-31,2016.0,5.0,15.24,2016.37,407.91,136.24,407.9,402.32,-0.05,0.28000000000002956,0.06868974314944154
2016-06-30,2016.0,6.0,15.19,2016.45,407.01,167.19,407.59,402.66,-0.03,-0.9000000000000341,-0.22063690519968926
2016-07-31,2016.0,7.0,16.96,2016.54,404.52,198.96,405.71,402.95,-0.08,-2.490000000000009,-0.6117785803788633
2016-08-31,2016.0,8.0,16.21,2016.62,402.44,229.21,403.5,403.24,-0.13,-2.079999999999984,-0.5141896568772841
2016-09-30,2016.0,9.0,15.36,2016.71,401.23,259.36,401.62,403.5,0.0,-1.2099999999999795,-0.30066593777954287
2016-10-31,2016.0,10.0,15.86,2016.79,401.79,289.86,401.34,403.77,0.05,0.5600000000000023,0.13957081972932883
2016-11-30,2016.0,11.0,15.33,2016.87,403.72,320.33,402.75,404.05,0.08,1.9300000000000068,0.48035043181762216
2016-12-31,2016.0,12.0,16.62,2016.96,404.66,351.62,404.33,404.33,0.02,0.9399999999999977,0.2328346378678292
2017-01-31,2017.0,1.0,14.63,2017.04,406.33,14.63,405.51,404.58,0.06,1.669999999999959,0.4126921366085057
2017-02-28,2017.0,2.0,13.81,2017.12,406.64,44.81,406.4,404.81,0.04,0.3100000000000023,0.07629266852067218
2017-03-31,2017.0,3.0,17.29,2017.21,407.58,76.29,407.14,405.02,0.06,0.9399999999999977,0.23116269919338794
2017-04-30,2017.0,4.0,15.73,2017.29,409.23,105.73,408.36,405.17,0.04,1.650000000000034,0.4048284999264018
2017-05-31,2017.0,5.0,16.93,2017.37,409.89,136.93,409.74,405.31,-0.03,0.6599999999999682,0.16127849864377986
2017-06-30,2017.0,6.0,15.46,2017.45,409.09,166.46,409.77,405.5,-0.1,-0.8000000000000114,-0.1951743150601426
2017-07-31,2017.0,7.0,16.32,2017.54,407.31,197.32,408.01,405.69,0.0,-1.7799999999999727,-0.4351120780268336
2017-08-31,2017.0,8.0,16.48,2017.62,405.28,228.48,406.3,405.92,-0.09,-2.0300000000000296,-0.4983918882423777
2017-09-30,2017.0,9.0,14.81,2017.7,403.59,257.81,404.37,406.11,-0.04,-1.6899999999999977,-0.4169956573233269
2017-10-31,2017.0,10.0,15.63,2017.79,403.81,288.63,403.45,406.3,0.04,0.22000000000002728,0.054510765876258915
2017-11-30,2017.0,11.0,13.96,2017.87,405.24,317.96,404.42,406.45,0.09,1.4300000000000068,0.3541269408880332
2017-12-31,2017.0,12.0,16.0,2017.96,407.0,350.0,406.41,406.63,0.01,1.759999999999991,0.43431053203040193
2018-01-31,2018.0,1.0,16.07,2018.04,408.15,16.07,407.6,406.82,0.03,1.1499999999999773,0.2825552825552746
2018-02-28,2018.0,2.0,14.5,2018.12,408.52,45.5,408.32,406.98,0.02,0.37000000000000455,0.09065294622074838
2018-03-31,2018.0,3.0,15.66,2018.2,409.58,74.66,409.1,407.16,0.04,1.0600000000000023,0.2594732204053596
2018-04-30,2018.0,4.0,15.0,2018.28,410.43,105.0,409.85,407.27,-0.01,0.8500000000000227,0.20752966453441157
2018-05-31,2018.0,5.0,17.67,2018.37,411.43,137.67,411.13,407.32,0.09,1.0,0.243646906902506
2018-06-30,2018.0,6.0,15.28,2018.45,411.0,166.28,411.41,407.46,-0.07,-0.4300000000000068,-0.10451352599469832
2018-07-31,2018.0,7.0,16.7,2018.54,408.85,197.7,409.96,407.63,-0.09,-2.1499999999999773,-0.5231143552311357
2018-08-31,2018.0,8.0,16.0,2018.62,407.16,228.0,407.91,407.77,-0.07,-1.6899999999999977,-0.41335453100158626
2018-09-30,2018.0,9.0,15.07,2018.7,405.72,258.07,406.29,407.92,0.01,-1.4399999999999977,-0.35366931918655586
2018-10-31,2018.0,10.0,15.97,2018.79,406.19,288.97,405.86,408.09,0.02,0.46999999999997044,0.11584343882480308
2018-11-30,2018.0,11.0,16.75,2018.88,408.27,320.75,407.24,408.33,0.09,2.079999999999984,0.5120756296314477
2018-12-31,2018.0,12.0,16.37,2018.96,409.28,350.37,408.92,408.53,0.03,1.009999999999991,0.24738530874175435
2019-01-31,2019.0,1.0,16.38,2019.04,411.04,16.38,410.1,408.74,0.05,1.7600000000000477,0.43002345582487944
2019-02-28,2019.0,2.0,14.52,2019.12,411.96,45.52,411.6,409.01,0.13,0.9199999999999591,0.22382249902683782
2019-03-31,2019.0,3.0,14.82,2019.2,412.14,73.82,412.18,409.27,-0.06,0.18000000000000682,0.04369356248179468
2019-04-30,2019.0,4.0,15.89,2019.29,413.56,105.89,412.65,409.51,0.08,1.420000000000016,0.3445431164167623
2019-05-31,2019.0,5.0,16.25,2019.37,414.86,136.25,414.42,409.81,-0.0,1.3000000000000114,0.3143437469774746
2019-06-30,2019.0,6.0,15.59,2019.45,414.14,166.59,414.6,410.07,-0.03,-0.7200000000000273,-0.17355252374295915
2019-07-31,2019.0,7.0,15.32,2019.54,412.01,196.32,413.27,410.33,-0.11,-2.1299999999999955,-0.5143188293813661
2019-08-31,2019.0,8.0,15.45,2019.62,410.21,227.45,410.79,410.58,-0.05,-1.8000000000000114,-0.43688259993689416
2019-09-30,2019.0,9.0,15.52,2019.71,408.76,258.52,409.38,410.88,-0.03,-1.4499999999999886,-0.3534774871407298
2019-10-31,2019.0,10.0,15.41,2019.79,408.72,288.41,408.58,411.11,0.04,-0.03999999999996362,-0.009785693316366473
2019-11-30,2019.0,11.0,16.35,2019.87,410.51,320.35,409.72,411.32,0.04,1.7899999999999636,0.43795263260910655
2019-12-31,2019.0,12.0,16.0,2019.96,411.97,350.0,411.18,411.5,0.08,1.4600000000000364,0.35565516065383385
2020-01-31,2020.0,1.0,16.59,2020.04,413.6,16.59,412.93,411.75,0.06,1.6299999999999955,0.3956598781464704
