date,year,month,day,decimal,co2_molfrac,day_of_year,co2_30d_avg,co2_365_avg,daily_diff,monthly_diff,pct_change
2020-02-29,2020.0,2.0,15.21,2020.12,414.33,46.21,414.13,411.96,-0.03,0.7299999999999613,0.17649903288199376
2020-03-31,2020.0,3.0,15.31,2020.2,414.69,75.31,414.27,412.13,0.06,0.36000000000001364,0.08688726377525935
2020-04-30,2020.0,4.0,15.61,2020.29,416.42,106.61,415.82,412.38,0.06,1.7300000000000182,0.4171790976392087
2020-05-31,2020.0,5.0,16.15,2020.37,417.28,137.15,416.89,412.58,-0.01,0.8599999999999568,0.20652226117860994
2020-06-30,2020.0,6.0,16.44,2020.46,416.54,168.44,417.05,412.77,-0.05,-0.7399999999999523,-0.17733895705520641
2020-07-31,2020.0,7.0,15.73,2020.54,414.6,197.73,415.62,412.98,-0.14,-1.9399999999999977,-0.46574158544197
2020-08-31,2020.0,8.0,17.24,2020.63,412.66,230.24,413.46,413.22,0.0,-1.9399999999999977,-0.46792088760251316
2020-09-30,2020.0,9.0,15.28,2020.71,411.5,259.28,411.99,413.44,-0.02,-1.160000000000025,-0.2811030872873599
2020-10-31,2020.0,10.0,15.73,2020.79,411.48,289.73,411.37,413.68,0.03,-0.01999999999998181,-0.004860267314699129
2020-11-30,2020.0,11.0,15.44,2020.87,413.1,320.44,412.13,413.86,0.09,1.6200000000000045,0.3937007874015741
2020-12-31,2020.0,12.0,15.67,2020.96,414.22,350.67,413.73,414.08,0.03,1.1200000000000045,0.27112079399660427
2021-01-31,2021.0,1.0,16.03,2021.04,415.49,16.03,415.02,414.26,0.01,1.2699999999999818,0.3066003572980591
2021-02-28,2021.0,2.0,14.5,2021.12,416.72,45.5,416.23,414.44,0.03,1.2300000000000182,0.29603600568004484
2021-03-31,2021.0,3.0,14.82,2021.2,417.57,73.82,417.09,414.68,0.03,0.8499999999999659,0.20397389134190202
2021-04-30,2021.0,4.0,15.25,2021.29,419.0,105.25,418.22,414.86,0.13,1.4300000000000068,0.34245755202719774
2021-05-31,2021.0,5.0,16.04,2021.37,419.09,136.04,419.13,415.03,-0.02,0.08999999999997499,0.021479713603822503
2021-06-30,2021.0,6.0,15.21,2021.45,418.95,166.21,419.12,415.22,-0.05,-0.13999999999998636,-0.03340571237681056
2021-07-31,2021.0,7.0,16.0,2021.54,416.9,197.0,417.94,415.43,-0.09,-2.0500000000000114,-0.48931853443131557
2021-08-31,2021.0,8.0,14.56,2021.62,414.52,226.56,415.64,415.57,-0.12,-2.3799999999999955,-0.5708803070280655
2021-09-30,2021.0,9.0,15.59,2021.71,413.26,258.59,413.67,415.75,0.04,-1.259999999999991,-0.3039660330020233
2021-10-31,2021.0,10.0,15.21,2021.79,413.88,288.21,413.52,415.94,0.01,0.6200000000000045,0.15002661762570924
2021-11-30,2021.0,11.0,15.5,2021.87,414.97,319.5,414.37,416.13,0.09,1.0900000000000318,0.26336136078091155
2021-12-31,2021.0,12.0,16.39,2021.96,416.68,350.39,415.85,416.31,0.02,1.7099999999999795,0.4120779815408371
2022-01-31,2022.0,1.0,15.57,2022.04,418.12,15.57,417.46,416.52,0.07,1.4399999999999977,0.34558894115388483
2022-02-28,2022.0,2.0,14.67,2022.12,419.24,45.67,418.77,416.73,0.0,1.1200000000000045,0.2678656844924854
2022-03-31,2022.0,3.0,16.0,2022.2,418.76,75.0,418.96,416.89,0.03,-0.4800000000000182,-0.1144928918996313
2022-04-30,2022.0,4.0,15.93,2022.29,420.2,105.93,419.61,417.02,-0.03,1.4399999999999977,0.3438723851370673
2022-05-31,2022.0,5.0,16.0,2022.37,420.97,136.0,420.46,417.16,0.08,0.7700000000000387,0.18324607329844866
2022-06-30,2022.0,6.0,15.82,2022.45,420.93,166.82,421.21,417.34,-0.05,-0.040000000000020464,-0.009501864740957267
2022-07-31,2022.0,7.0,16.04,2022.54,418.85,197.04,419.97,417.5,-0.07,-2.079999999999984,-0.49414391941652314
2022-08-31,2022.0,8.0,15.59,2022.62,417.18,227.59,417.9,417.69,-0.07,-1.670000000000016,-0.39871075564045233
2022-09-30,2022.0,9.0,16.11,2022.71,415.89,259.11,416.42,417.89,-0.04,-1.2900000000000205,-0.30921904214008533
2022-10-31,2022.0,10.0,15.53,2022.79,415.72,288.53,415.58,418.05,0.02,-0.16999999999995907,-0.040876193224159696
2022-11-30,2022.0,11.0,15.52,2022.87,417.47,319.52,416.56,418.24,0.04,1.75,0.42095641297026365
2022-12-31,2022.0,12.0,19.5,2022.97,419.12,353.5,418.57,418.48,0.1,1.6499999999999773,0.3952379811722917
2023-01-31,2023.0,1.0,16.0,2023.04,419.47,16.0,419.3,418.62,-0.01,0.35000000000002274,0.08350830311127933
2023-02-28,2023.0,2.0,12.48,2023.12,420.27,43.48,419.83,418.71,0.08,0.7999999999999545,0.190716856986195
2023-03-31,2023.0,3.0,16.5,2023.2,421.01,75.5,420.72,418.84,0.04,0.7400000000000091,0.1760772836509883
2023-04-30,2023.0,4.0,15.81,2023.29,423.32,105.81,422.05,419.05,0.05,2.3100000000000023,0.548680553906089
2023-05-31,2023.0,5.0,16.0,2023.37,424.0,136.0,423.83,419.34,0.02,0.6800000000000068,0.16063498062930393
2023-06-30,2023.0,6.0,15.62,2023.45,423.68,166.62,424.08,419.61,-0.07,-0.3199999999999932,-0.07547169811320531
2023-07-31,2023.0,7.0,16.1,2023.54,421.82,197.1,422.68,419.81,-0.07,-1.8600000000000136,-0.43901057401812826
2023-08-31,2023.0,8.0,15.48,2023.62,419.72,227.48,420.7,420.03,-0.09,-2.099999999999966,-0.49784268171256807
2023-09-30,2023.0,9.0,18.83,2023.71,418.41,261.83,418.85,420.31,-0.04,-1.3100000000000023,-0.312112837129519
2023-10-31,2023.0,10.0,16.52,2023.79,418.84,289.52,418.54,420.61,0.02,0.42999999999995,0.10277001027698685
2023-11-30,2023.0,11.0,13.14,2023.87,420.35,317.14,419.35,420.84,0.08,1.5100000000000477,0.3605195301308539
2023-12-31,2023.0,12.0,17.15,2023.96,421.9,351.15,421.47,421.08,0.09,1.5499999999999545,0.3687403354347474
2024-01-31,2024.0,1.0,17.41,2024.04,422.84,17.41,422.56,421.38,-0.0,0.9399999999999977,0.22280161175634028
2024-02-29,2024.0,2.0,15.27,2024.12,424.57,46.27,423.54,421.7,0.13,1.7300000000000182,0.4091382083057482
2024-03-31,2024.0,3.0,15.36,2024.2,425.36,75.36,425.04,422.04,-0.02,0.7900000000000205,0.18607061261983748
2024-04-30,2024.0,4.0,17.27,2024.29,426.57,108.27,425.92,422.33,0.04,1.2099999999999795,0.2844649238292307
2024-05-31,2024.0,5.0,16.21,2024.37,426.9,137.21,426.89,422.6,0.07,0.3299999999999841,0.07736127716435615
2024-06-30,2024.0,6.0,16.6,2024.46,426.86,168.6,426.94,422.82,-0.12,-0.03999999999996362,-0.009369875849141174
2024-07-31,2024.0,7.0,14.5,2024.53,425.66,196.5,426.23,423.1,-0.02,-1.1999999999999886,-0.28112261631447755
2024-08-31,2024.0,8.0,16.14,2024.62,422.98,229.14,424.4,423.42,-0.11,-2.680000000000007,-0.6296104872433372
2024-09-30,2024.0,9.0,14.67,2024.7,422.06,258.67,422.22,423.6,-0.02,-0.9200000000000159,-0.21750437372926035
2024-10-31,2024.0,10.0,17.23,2024.79,422.42,291.23,422.14,423.98,0.08,0.36000000000001364,0.08529592948869347
2024-11-30,2024.0,11.0,15.88,2024.87,423.87,320.88,423.13,424.33,0.05,1.4499999999999886,0.34326026229818396
2024-12-31,2024.0,12.0,16.25,2024.96,425.41,351.25,424.76,424.55,0.08,1.5400000000000205,0.3633189421284877
2025-01-31,2025.0,1.0,15.76,2025.04,426.65,15.76,426.05,424.87,-0.03,1.2399999999999523,0.2914835100256141
2025-02-28,2025.0,2.0,14.5,2025.12,427.09,45.5,426.91,425.18,0.02,0.4399999999999977,0.10312902847766647
2025-03-31,2025.0,3.0,16.0,2025.2,428.15,75.0,427.74,425.42,0.02,1.0600000000000023,0.24819124774637658
2025-04-30,2025.0,4.0,15.65,2025.29,429.64,105.65,428.65,425.67,0.13,1.490000000000009,0.3480088753941457
2025-05-31,2025.0,5.0,15.61,2025.37,430.51,135.61,430.35,425.93,0.01,0.8700000000000045,0.20249511218695115
